No.,Character,Unicode,Set,Challenge note,TW/Hakka code,IICore TW,IICore HK,Table A,Table B,Small dict,Revised,County/city name,Road name,Surname flag,Examinee,City,JIS,Font count,Category,Notes
5379,鬣,09B23,Big5-1,,A,,,V,,V,,,,,,2,,13,Flora & fauna,鬣犬 (hyena)
6194,櫪,06AEA,Big5-2,,C,,,V,,V,,,,9,,2,,10,,
6764,僩,5.00E+10,Big5-1,,A,,,V,,V,,,,7,,4,,8,,
5122,椏,0690F,Big5-2,TW / Hakka,B,,,V,V,V,,,,11,,2,,13,Common word,枝椏 (branches and forks)
6805,埭,057ED,Big5-2,,B,,,V,,V,,,,,,3,,8,,
6693,鐧,9427,CJK,,B,,,,,V,,,,,,,,9,,殺手鐧 (trump card / ace in the hole)
5518,氰,06C30,Big5-2,,A,A,,V,,V,,,,,,,,12,Science & engineering,劇毒氰化鉀 (highly toxic potassium cyanide)
5024,党,0515A,Big5-2,,,,,V,,V,,,54,2,,1,常,13,Variant form,黨 (party / faction)
5197,着,7740,CJK,TW,,A,,,,,,,,,10,1,常,13,Variant form,著 (wear / touch / particle)
6713,魽,09B7D,Big5-2,TW,C,,,,,,,,,,,,,9,,
7036,韉,097C9,Big5-1,,A,,,V,,V,,,,,,3,,8,,
1708,搥,6425,Big5-2,,B,,,V,V,V,,,,,,4,,14,Uncategorized,
5262,莧,083A7,Big5-1,TW / Hakka,A,,,V,,V,,,,1,,3,,13,Flora & fauna,莧菜 (amaranth greens)
5362,鑷,9477,Big5-1,,A,,,V,,V,,,,,,2,,13,Common word,鑷子 (tweezers / forceps)
5069,孃,05B43,Big5-1,,A,A,,V,,V,,,,10,,2,人,13,Common word,舞孃 (dancing girl / cabaret dancer)
6725,鱇,09C47,CJK,,A,A,,,,V,,,,,,2,,9,,鮟鱇魚 (monkfish / anglerfish)
4942,鶇,09D87,Big5-2,,C,,,,V,,,,,,,2,,14,Uncategorized,
5687,鰆,09C06,Big5-2,,B,,,,,,,,,,,2,,12,,
5477,忻,05FFB,Big5-2,,A,A,,V,,V,,,374,584,,2,,12,Common word,忻然 (joyfully)
5041,嗩,5.50E+10,Big5-2,,B,B,,V,,V,,,,,,4,,13,Common word,嗩吶 (suona (Chinese reed horn))
5872,滎,06ECE,Big5-2,,A,A,,V,,V,,,,24,,3,,11,Common in naming,
6611,纈,7.00E+88,Big5-2,,,,,V,,V,,,,5,,2,,9,,
7248,氂,06C02,Big5-2,,,,,V,,V,,,,,,4,,7,,氂牛、犛牛 (yak)
5862,洫,06D2B,Big5-1,,A,,,V,,V,,,,,,2,,11,Classical Chinese,
6353,遝,0905D,Big5-1,,A,A,,V,,V,,,,,,4,,10,,雜遝 (crowded and disorderly)
5083,弋,05F0B,Big5-1,,A,A,,V,,V,,,20,60,,2,,13,Common word,巡弋 (patrol (esp. naval/air))
5612,蓼,084FC,Big5-2,HK / Hakka note,,A,,V,,V,,,,6,1,2,,12,Flora & fauna,木天蓼 (silver vine (cat attractant))
5389,鱺,09C7A,Big5-2,TW,C,,,V,,V,,,,,,4,,13,Flora & fauna,鱺魚 (eel (鱺))
5133,气,06C14,Big5-2,,,,,V,,V,,,,,,2,,13,Radical,
5052,圜,0571C,Big5-2,TW,B,,,V,,V,,,,64,,2,,13,Common word,轉圜、韓圜 (mediate a turnaround; also Korean won (圜))
5641,軫,08EEB,Big5-2,,A,A,,V,,V,,,,50,,2,,12,Common in naming,
10556,淝,06DDD,Big5-2,,,,,V,,V,,,,,,3,,3,,淝水之戰 (Battle of Feishui)
534,听,0542C,Big5-1,,A,,,V,,V,,,,27,,2,,14,Uncategorized,
8625,盱,076F1,Big5-2,,B,,,V,,V,,,,1,,3,,5,,Suggest adding 「盱」; written form 「盱衡」 is not rare in corpus data.
4808,饋,0994B,Big5-2,TW,A,A,,V,V,V,,,,1,,2,,14,Uncategorized,
6835,廡,05EE1,Big5-2,,C,,,V,,V,,,,,,2,,8,,Left/right wings of a traditional siheyuan (四合院)
4231,蹴,8.00E+74,Big5-1,HK / Hakka note,A,A,,V,V,V,,,,,,1,常,14,Uncategorized,
5848,歃,06B43,Big5-2,HK / Hakka note,,,,V,,V,,,,,,2,,11,Common word,歃血為盟 (smear blood and swear an oath)
6106,堝,0581D,Big5-1,,A,,,V,,V,,,,,,2,,10,,
5268,葆,8446,Big5-1,,A,A,,V,V,V,,2,,113,,2,,13,Surname / personal name,賴士葆 (Lai Shyh-bao)
5581,紈,07D08,Big5-2,,A,A,,V,,V,,,,2,,3,,12,Common word,紈褲子弟 (spoiled rich kid)
5406,佢,04F62,Big5-2,HK / Hakka note,B,B,,V,,,,,,1,,,,12,,Cantonese
5933,臊,081CA,Big5-2,TW / Hakka,B,,,V,,V,,,,,,3,,11,,
5433,咁,5481,Big5-2,,B,B,,V,,,,,,,,,,12,Taiwanese (Hokkien),Common folk variant of Taiwanese 「敢」 in newspapers
5437,咾,054BE,Big5-2,TW,C,,,,,,,1,,,,2,,12,Common word,咕咾肉 (sweet-and-sour pork (咕咾肉))
6616,肏,0808F,Big5-2,,,,,V,,V,,,,,,,,9,,Vulgar / slang
5286,螯,087AF,Big5-2,,B,,,V,V,V,,,,,,2,,13,Flora & fauna,螯蝦 (crayfish / lobster-like)
6938,籣,07C63,Big5-1,HK / Hakka note,A,,,V,,V,,,,1,,,,8,,
5539,猊,0730A,Big5-2,TW,,A,,V,,V,,,,,,2,,12,Classical Chinese,狻猊 (mythical lion-like beast)
5651,醂,9182,Big5-2,,,,,,,,,,,,,2,,12,Common word,味醂 (mirin (sweet rice wine))
6208,湲,6.00E+72,Big5-1,,A,A,,V,V,V,,,,37,,2,,10,,
5140,洨,06D28,Big5-2,,B,,,V,,V,,,,1,,,,13,Internet slang,豪洨 (vulgar Taiwanese-related slang)
5179,琛,0741B,Big5-1,,A,A,,V,,V,,,,269,8,3,,13,Surname / personal name,
4421,酚,0915A,Big5-2,,A,A,,V,,V,,,,,,,,14,Uncategorized,
5617,薙,8599,Big5-2,,,,,V,,V,,,,,,1,人,12,Japanese,草薙 (common Japanese ACG personal name)
1919,曩,6.60E+10,Big5-1,,A,,,V,,V,,,2,,,2,,14,Uncategorized,
2163,歎,06B4E,Big5-1,TW,A,A,,V,V,V,,,,2,,1,人,14,Uncategorized,
7956,蚺,086BA,Big5-2,,,,,V,,,,,,,,,,6,,森蚺、蚺科 (anaconda; Boidae)
6473,嵙,05D59,Big5-2,TW,C,,,V,,,,1,,4,,,,9,,大嵙崁溪 (Dakekan River (Taoyuan))
673,喵,055B5,Big5-2,,B,,,V,V,V,,,,,,,,14,Uncategorized,
8264,呣,5463,Big5-2,,,,,,,,,,,,,,,5,,Various onomatopoeia
7016,鋦,9.20E+07,Big5-2,,,,,,,V,,,,,,,,8,,鋦瓷 (staple-repair porcelain)
5958,蛸,086F8,Big5-2,,A,,,V,,V,,,,,,1,,11,,
1859,昇,6607,Big5-1,TW / Hakka,A,A,,V,V,V,,40,,4448,1,1,常,14,Uncategorized,
7475,鶼,09DBC,Big5-2,,C,,,V,,V,,,,,,3,,7,,鶼鰈情深 (deep conjugal affection (legendary birds/fish pair))
5295,覷,089B7,Big5-2,,B,B,,V,V,V,,,,,,4,,13,Common word,面面相覷 (look at each other in dismay)
5025,円,5186,CJK,,,A,,,,,,,,,,1,常,13,Japanese,Currency; = 圓
5914,筌,07B4C,Big5-2,,A,A,,V,,V,,,,275,,2,,11,,
8709,粨,07CA8,Big5-2,,,,,,,,,,,2,,2,,5,,阿粨 (Indigenous millet sticky-rice dumpling)
5519,沆,06C86,Big5-1,,A,A,,V,,V,,,,5,,3,,12,Common word,沆瀣一氣 (hand in glove / collude)
3664,菇,083C7,Big5-2,TW / Hakka,A,A,,V,V,V,,,,1,10,3,,14,Uncategorized,
6676,鄴,9134,Big5-1,,A,,,V,,V,,,,7,,3,,9,,
6648,褕,8915,Big5-1,,A,,,V,,V,,,,20,,,,9,,
6874,桄,6844,Big5-2,,B,B,,V,,V,,,,12,10,4,,8,,
6071,勣,5.20E+04,Big5-1,,A,A,,V,,V,,,,7,,2,,10,,
5473,廾,05EFE,Big5-1,,A,,,V,,V,,,3,,,2,,12,Radical,
5278,藷,085F7,Big5-1,,A,A,,V,V,V,,,,,,1,,13,Variant form,薯; but 甘藷 is not written with 薯
5552,疔,7594,Big5-2,TW,,,,V,,V,,,,,,2,,12,Occasionally used,疔瘡 (boil / furuncle)
2240,污,06C61,Big5-1,TW / Hakka,A,A,,V,V,,,,,,,,,14,Uncategorized,
5802,愫,0612B,Big5-2,,B,B,,V,,V,,,,16,,3,,11,Common word,情愫 (affection / feelings)
5121,梏,0688F,Big5-2,,A,A,,V,,V,,,,,,2,,13,Binome / fixed compound,桎梏 (shackles / fetters)
6999,轤,08F64,Big5-2,,C,,,V,,V,,,,,,2,,8,,轆轤 (well pulley / windlass)
5828,梠,068A0,Big5-2,,B,,,,,V,,,,,,2,,11,Classical Chinese,
6215,瀞,0701E,CJK,,A,A,,,,,,,,1029,10,1,,10,Surname / personal name,
6165,旼,065FC,Big5-2,,A,A,,V,,V,,,,73,,4,,10,,
6339,趖,08D96,Big5-2,TW / Hakka,C,,,,,,,,,,,,,10,,
5844,檮,06AAE,Big5-1,,A,,,V,,V,,,,,1,2,,11,Classical Chinese,
6755,仵,04EF5,Big5-2,TW,,,,V,,V,,,37,,,4,,8,Classical Chinese,仵作 (coroner / forensic examiner)
6345,躕,8.00E+95,Big5-2,,C,,,V,,V,,,,,,,,10,,踟躕 (hesitate / linger)
5034,咲,054B2,CJK,,,,,,,,,,,,,1,常,13,Japanese,Blooming; also personal names
6282,繇,7.00E+47,Big5-2,,A,A,,V,,V,,,,1,,3,,10,,
5447,嘜,0561C,Big5-2,,B,B,,V,,,,,,,,,,12,Onomatopoeia,Common onomatopoeia; folk variant of Taiwanese 「莫」
5734,唑,5511,Big5-2,,,,,V,,,,,,,,,,11,Science & engineering,Zolpidem (唑吡坦); common sleeping-pill ingredient
6907,狻,072FB,Big5-2,,,,,V,,V,,,,,,3,,8,,狻猊 (mythical lion-like beast)
6086,嗉,055C9,Big5-1,,A,,,V,,V,,,,,,4,,10,,
5051,圇,5707,Big5-2,TW,C,,,V,V,V,,,,,,,,13,Common word,囫圇吞棗 (swallow dates whole — accept without digesting)
6011,閾,095BE,Big5-2,,,,,V,,V,,,,,,2,,11,,
5900,皙,7699,Big5-2,,B,,,V,,V,,,,20,,2,,11,,皙白 (fair-skinned)
594,哆,054C6,Big5-2,TW / Hakka,A,A,,V,,V,,,,,,3,,14,Uncategorized,
5163,煖,7156,Big5-1,,A,A,,V,,V,,,,51,,2,,13,Variant form,暖 (warm)
5572,稞,07A1E,Big5-1,,A,,,V,V,V,,,,,,4,,12,Food,青稞 (highland barley)
2996,碴,078B4,Big5-2,,A,,,V,,V,,,,,,,,14,Uncategorized,
5070,宕,05B95,Big5-2,TW / Hakka,A,A,,V,V,V,,,,1,20,1,人,13,Common word,延宕 (delay / procrastinate)
6237,珅,073C5,Big5-2,,B,,,V,,,,,,27,,4,,10,,
5213,箬,07BAC,Big5-2,TW,C,,,V,V,V,,,,1,,,,13,Variant form,篛 (young bamboo leaves (for wrapping))
1394,恒,6052,Big5-2,,A,A,,,,V,,13,7,829,,1,常,14,Uncategorized,
6285,繙,7.00E+59,Big5-1,,A,,,V,,V,,,,1,,2,,10,,
5534,煊,0714A,CJK,,A,A,,,,,,,,128,,4,,12,Surname / personal name,王建煊 (Wang Chien-shien)
5616,蕤,8564,Big5-2,,B,,,V,,V,,,,2,,3,,12,Flora & fauna,
3132,笈,07B08,Big5-2,TW,A,A,,V,,V,,,,9,,1,人,14,Uncategorized,
6245,畑,7551,CJK,,A,A,,,,,,1,,,2,1,常,10,Japanese,Common in personal / place names
6360,酯,0916F,Big5-2,,B,B,,V,,V,,,,,,,,10,,
6022,饈,9948,Big5-2,,C,,,V,V,V,,,,,,,,11,,珍饈 (delicacies)
6037,鳧,09CE7,Big5-2,,A,A,,V,,V,,,,,,2,,11,,
5464,宓,05B93,Big5-2,,A,A,,V,,V,,,169,149,,3,,12,Surname / personal name,
6519,昉,6609,Big5-2,,A,A,,V,,V,,,,73,,3,,9,,
5545,珺,073FA,Big5-2,,B,,,,,,,,,800,,4,,12,Surname / personal name,珺珺 (personal / brand-like name (珺))
5830,椋,0690B,Big5-2,,A,,,,,,,,,,,1,人,11,Flora & fauna,椋鳥 (starling)
5269,葭,0846D,Big5-1,,A,,,V,,V,,,,44,,2,,13,Surname / personal name,
5434,咏,0548F,CJK,Hakka example,A,A,,,,V,,,,170,,2,,12,Surname / personal name,Variant form note: 詠的異體，但常見於人名
5060,妲,059B2,Big5-2,TW / Hakka,B,,,V,,V,,,20,7,,2,,13,Historical / geographic,妲己 (Daji (consort of King Zhou))
6307,蔆,8506,Big5-1,,A,,,V,,,,,,61,,2,,10,,
5506,梘,6898,CJK,TW,,B,,,,,,2,,,,4,,12,Taiwan place name,梘頭 Park; old name of Jingmei (梘尾)
6331,誆,08A86,Big5-2,,C,,,V,,V,,,,,,,,10,,誆騙 (swindle / deceive)
6026,鬩,09B29,Big5-2,,B,,,V,,V,,,,,,2,,11,,
6044,黹,09EF9,Big5-2,TW,,,,V,,V,,,,1,,2,,11,Taiwanese (Hokkien),
6627,膕,8195,Big5-2,HK / Hakka note,,,,V,,,,,,,,2,,9,,膕肌 (popliteus muscle)
5325,遶,9076,Big5-2,HK / Hakka note,C,,,V,,V,,1,,,,2,,13,Common word,媽祖遶境 (Mazu pilgrimage / procession)
5072,峇,05CC7,Big5-2,TW,B,B,,V,V,,,,,,183,2,,13,World place name,Bali (峇里島; common SE-Asia transliteration)
5489,揶,063F6,Big5-2,,A,A,,V,,V,,,,,,2,,12,Common word,揶揄 (tease / ridicule)
5105,摁,6441,Big5-2,TW,B,,,V,,V,,,,,,,,13,Internet slang,Common internet interjection
5645,邰,090B0,Big5-2,,A,A,,V,,V,,,169,19,,4,,12,Surname / personal name,邰智源 (personal name (邰智源))
5772,姝,059DD,Big5-2,,A,A,,V,,V,,,,465,,3,,11,Common word,雙姝 (two beauties)
5155,瀧,7027,Big5-2,TW,A,A,,V,,V,,8,,67,3,1,人,13,Surname / personal name,有一大卡車叫瀧的店 (a big truck shop named 瀧)
6122,屣,05C63,Big5-2,,C,,,V,,V,,,,,,4,,10,,
6888,泖,06CD6,Big5-1,,A,,,V,,V,,,,1,,4,,8,,
6632,荇,8347,Big5-2,TW,A,A,,V,,V,,,,1,,3,,9,,
5338,醴,091B4,Big5-1,TW,A,A,,V,,V,,,,7,1,2,,13,Uncategorized,甜酒意; common in company names
5694,黥,09EE5,Big5-2,,B,,,V,,V,,,,,,2,,12,Geography / society,黥面 (tattoo the face (punishment / marking))
1641,捌,0634C,Big5-1,TW,A,A,,V,V,V,,,,,,1,,14,Uncategorized,
5576,篳,07BF3,Big5-2,,B,,,V,,V,,,,1,,2,,12,Common word,篳路藍縷 (blaze a trail in hardship)
5370,頜,0981C,Big5-1,,A,A,,V,,V,,,,,,,,13,Science & engineering,Jaw tissues are called 「頜」 (upper/lower jaw).
5264,菖,083D6,Big5-2,TW,A,A,,V,V,V,,,,152,,1,人,13,Flora & fauna,菖蒲 (calamus / sweet flag)
5838,槤,6.90E+05,Big5-2,TW / Hakka,B,B,,V,,V,,,,1,,,,11,Flora & fauna,榴槤 (durian)
10917,艏,0824F,Big5-2,,C,,,V,,V,,,,1,,4,,3,,艦艏 (bow of a ship)
5809,揠,6.30E+01,Big5-2,,B,,,V,V,V,,,,,,4,,11,,揠苗助長 (pull seedlings to help them grow — spoil by impatience)
5532,炆,7086,Big5-2,HK / Hakka note,B,B,,,,,,,,6,,4,,12,,A cooking method; also used in company naming
6257,磧,7.80E+08,Big5-1,,A,,,V,,V,,,,,,2,,10,,
6875,梡,068A1,Big5-1,,A,A,,V,,V,,,,,,,,8,,
6967,蘅,8605,Big5-2,,B,,,V,,V,,,,35,,3,,8,,
5271,蒡,084A1,Big5-2,TW,A,A,,V,,V,,,,,,2,,13,Flora & fauna,牛蒡 (burdock)
6034,鱟,09C5F,Big5-1,TW,A,,,V,,V,,,,,,4,,11,,
5905,祓,7953,Big5-2,,,,,V,,V,,,,1,,2,,11,,
5116,机,0673A,Big5-2,,A,A,,V,,V,,,597,25,,1,常,13,Variant form,Common simplified/Japanese form of 機
5927,繾,07E7E,Big5-2,,C,,,V,,V,,,,,,4,,11,,
468,厘,5398,Big5-2,TW,A,A,,,V,V,,1,,1,,1,常,14,Uncategorized,
6222,烴,070F4,Big5-2,,C,,,V,,V,,,,,,,,10,,"Hydrocarbons (烴, ㄊㄧㄥ)"
6774,劻,052BB,Big5-1,,A,,,,,V,,,,13,,4,,8,,
5135,汎,06C4E,Big5-1,,A,A,,V,,V,,1,,435,6,1,常,13,Common word,汎德永業 (company name (汎德永業))
6582,矬,077EC,Big5-2,,,,,V,,V,,,,,,4,,9,,hen ㄘㄨㄛˊ
6573,畎,0754E,Big5-1,,A,,,V,,V,,,,,,4,,9,,
9891,鴴,09D34,CJK,,,,,,,,,,,,,,,4,,高蹺鴴 (stilt (bird))
5668,鐙,9419,Big5-2,,A,,,V,,V,,,,92,,1,,12,Common in naming,
5175,珉,073C9,CJK,,A,A,,,,V,,,,674,,3,,13,Surname / personal name,
5981,贔,08D14,Big5-2,,B,,,V,,V,,,,3,,2,,11,,
6131,悛,0609B,Big5-2,,A,A,,V,,V,,,,1,,2,,10,,
7240,欏,06B0F,Big5-2,,,,,,,,,,,,,4,,7,,桫欏、筆筒樹 (Cyathea / Taiwan tree fern)
6680,釹,091F9,Big5-2,,,,,V,,V,,,,,,,,9,,釹鐵棚 (NdFeB (neodymium magnet related))
5235,縹,7.00E+39,Big5-1,,A,,,V,,V,,,,1,,2,,13,Common word,縹緲 (ethereal / indistinct)
5606,茯,0832F,Big5-2,TW / Hakka,A,A,,V,,V,,,,2,,2,,12,Common word,Poria / 茯苓 (Chinese medicine)
6793,唵,5535,Big5-2,,,A,,V,,V,,,,,,3,,8,,唵嘛呢叭咪吽 (Om Mani Padme Hum)
5804,懃,061C3,Big5-2,,A,A,,V,,V,,,,31,,2,,11,,
5357,鎬,093AC,Big5-1,,A,A,,V,,V,,,,62,,2,,13,Common word,十字鎬 (pickaxe)
6791,哖,054D6,Big5-2,TW,C,,,V,,V,,2,99,14,,,,8,,噍吧哖事件 (Tapani Incident (1915 Taiwan))
5543,獠,7360,Big5-2,TW,B,,,V,,V,,,,,,,,12,Common word,獠牙 (fang / tusk)
5123,椿,0693F,Big5-2,,A,A,,V,,V,,1,2,99,,1,人,13,Common word,香椿 (Chinese toon (edible shoots))
5153,濮,06FEE,Big5-1,,A,,,V,,V,,,322,34,,2,,13,China place name,"山東省濮縣 (Pu County, Shandong)"
5260,荳,8373,Big5-2,TW,A,A,,V,V,V,,9,,4,1,2,,13,Common word,荳蔻年華 (teenage girlhood / youth)
6039,鶚,09D9A,Big5-2,,C,,,V,,V,,,,,,2,,11,,
5336,醛,0919B,Big5-2,,A,A,,V,,V,,,,,,,,13,Science & engineering,甲醛 (formaldehyde)
6359,酎,0914E,Big5-2,,A,A,,V,,V,,,,,,1,常,10,,
5867,湎,06E4E,Big5-1,,A,,,V,,V,,,,,,2,,11,Occasionally used,沉湎 (wallow / be immersed in)
3411,耋,0800B,Big5-1,,A,,,V,,V,,,,1,,2,,14,Uncategorized,
2136,檯,06AAF,Big5-1,TW / Hakka,A,A,,V,V,V,,,,,,,,14,Uncategorized,
3700,葳,8473,Big5-2,,B,,,V,,V,,,3,969,,3,,14,Uncategorized,
5982,赶,08D76,Big5-2,,,,,V,,V,,,,,,,,11,,
5307,豊,08C4A,Big5-2,,A,A,,,V,V,,21,192,158,11,1,常,13,Surname / personal name,Common in personal names
3355,罌,07F4C,Big5-1,,A,A,,V,V,V,,,,1,,2,,14,Uncategorized,
5971,觔,089D4,Big5-1,HK / Hakka note,A,,,V,V,V,,,,,,3,,11,,
5968,褡,8921,Big5-1,HK / Hakka note,A,,,V,,V,,,,,,,,11,,
5505,栢,6822,CJK,,A,A,,,,V,,,475,181,,1,,12,Surname / personal name,
5274,薊,0858A,Big5-1,,A,,,V,,V,,,,,,2,,13,Flora & fauna,"菊科薊屬 (Asteraceae, Cirsium (thistles))"
5605,苷,082F7,CJK,,B,,,,,V,,,,,,4,,12,Common word,核苷酸 (nucleotide)
5749,噘,5658,Big5-2,,B,,,V,,V,,,,,,,,11,Common word,噘嘴 (pout)
7866,糌,07CCC,Big5-2,,,,,V,,V,,,,,,,,6,,糌粑 (tsampa (roasted barley flour))
5250,艸,8278,Big5-2,,,A,,V,,V,,,,,,2,,13,Radical,
6111,奼,0597C,Big5-2,,C,,,V,V,V,,,,,,4,,10,,Suggest adding 「奼」 to the basic set; e.g. 「奼紫嫣紅」. Also in elementary dictionaries.
5626,衹,8879,Big5-1,,A,,,V,,V,,,,,,,,12,Common in naming,Religion-related
5600,膘,8198,Big5-1,HK / Hakka note,A,A,,V,,V,,,,,,4,,12,Food,
5801,恂,6042,Big5-2,TW,A,A,,V,,V,,,,74,,2,,11,,
5709,侘,04F98,Big5-2,,,A,,V,,V,,,,,,2,,11,Japanese,侘寂 (wabi-sabi (Japanese aesthetic))
5475,忤,05FE4,Big5-2,TW / Hakka,B,,,V,,V,,,,,,2,,12,Common word,忤逆 (disobedient (to parents))
4465,鈑,9211,Big5-1,,A,A,,V,,V,,,,,,2,,14,Uncategorized,
5609,萩,8429,Big5-2,,A,A,,V,,V,,,,228,2,1,人,12,World place name,Common in personal names & Japanese place names
6391,髑,09AD1,Big5-1,,A,,,V,,V,,,,,1,2,,10,,
6354,遯,0906F,Big5-2,,,A,,V,,V,,,,,,2,,10,,易經六十四卦 (64 hexagrams of the I Ching)
5902,睢,7762,Big5-1,,A,,,V,,V,,,13,1,,3,,11,Historical / geographic,
5039,嗒,055D2,Big5-2,HK / Hakka note,B,B,,V,,V,,,,,,4,,13,Onomatopoeia,嗒嗒的馬蹄、機關槍嗒嗒嗒 (clatter of hooves / rat-tat of a machine gun)
5870,溟,06E9F,Big5-2,,A,A,,V,,V,,,,1,10,2,,11,Taiwan place name,鯤溟里 (Kunming Borough / place name)
6913,瑗,7457,Big5-2,,A,A,,V,,V,,,,163,,3,,8,,
5273,薈,8588,Big5-2,TW,B,B,,V,,V,,,,94,,2,,13,Flora & fauna,蘆薈 (aloe)
7100,俋,04FCB,Big5-2,,C,,,V,,,,,,86,,4,,7,,
6962,萁,8401,Big5-2,,C,,,V,,V,,,,48,,3,,8,,傅崐萁、煮豆燃豆萁 (Fu Kun-chi; also “boil beans with beanstalks”)
5150,漉,06F09,Big5-2,TW,A,,,V,V,V,,,,,,1,,13,Common word,濕漉漉 (sopping wet)
5970,覿,089BF,Big5-2,,,,,V,,V,,,,1,,2,,11,,
5511,槭,069ED,Big5-1,,A,,,V,,V,,,,,,2,,12,Flora & fauna,
5360,鐫,0942B,Big5-1,,A,A,,V,,V,,,,,,2,,13,Common word,鐫石 (engrave on stone)
7018,鎏,0938F,Big5-2,,B,B,,V,,V,,,,1,,4,,8,,
5890,璘,7498,Big5-1,,A,A,,V,,V,,,,332,,3,,11,Surname / personal name,
5300,諼,08AFC,Big5-1,,A,,,V,,V,,,,48,,4,,13,Surname / personal name,馮諼 (Feng Xuan (historical figure))
5526,淩,06DE9,Big5-2,,C,,,V,,V,,2,35,232,1,4,,12,Variant form,凌 (ice / insult / soar)
5192,痾,075FE,Big5-2,,C,,,V,,V,,,,,,2,,13,Onomatopoeia,
4811,饕,9955,Big5-1,,A,,,V,,V,,,,,,2,,14,Uncategorized,
116,佈,04F48,Big5-1,TW / Hakka,A,A,,V,V,V,,,6,1,,3,,14,Uncategorized,
5177,珪,073EA,Big5-1,,A,A,,V,,V,,,,18,,1,,13,Common word,珪藻土 (diatomaceous earth)
6313,蕞,0855E,Big5-1,,A,,,V,,V,,,,,,4,,10,,
9679,蓪,084EA,Big5-2,TW,C,,,V,,,,,,,,4,,4,,蓪草 (Tetrapanax / rice-paper plant)
3155,箇,07B87,Big5-1,,A,A,,V,,V,,,,1,1,1,常,14,Uncategorized,
5333,酈,9148,Big5-1,,A,,,V,,V,,,208,47,,3,,13,Historical / geographic,Zuozhuan quote: 「公子友帥師敗莒師于酈。」
5136,汴,06C74,Big5-1,TW / Hakka,A,,,V,V,V,,7,3,2,1,3,,13,China place name,黃河支流 (Yellow River tributary)
5089,怦,6026,Big5-2,TW,B,,,V,,V,,,,,,2,,13,Common word,怦然心動 (heart skips a beat)
5849,歛,06B5B,Big5-2,,B,B,,V,,V,,,,,,2,,11,,
3299,緋,07DCB,Big5-2,,A,A,,V,,V,,,,9,,1,人,14,Uncategorized,
5088,怜,0601C,Big5-2,,A,A,,,,V,,,,233,,1,人,13,Simplified form,憐; 怜悧 is more often written 伶俐
300,冇,5187,Big5-2,TW / Hakka,B,B,,V,,,,,,,,,,14,Uncategorized,
6675,郾,090FE,Big5-1,,A,,,V,,V,,,,,,4,,9,,
5031,凭,051ED,CJK,,,A,,,,V,,,,38,,2,,13,Variant form,憑 (rely on / evidence)
7534,咈,5488,Big5-2,,,,,V,,V,,,,,,3,,6,,Laughter sound
6949,纘,7.00E+98,Big5-2,,A,A,,V,,V,,1,,4,,4,,8,,
6663,踽,08E3D,Big5-2,,B,,,V,,V,,,,,,3,,9,,踽踽而行 (walk alone)
5061,娉,05A09,Big5-1,TW,A,A,,V,,V,,,,109,,2,,13,Common word,娉婷 (graceful (of a woman))
5510,楝,0695D,Big5-1,TW / Hakka,A,,,V,,V,,1,,1,,2,,12,Flora & fauna,"台南市新市區紫楝路 (Zilian Rd, Xinshi, Tainan)"
10916,艉,8249,Big5-2,,,,,V,,V,,,,,,4,,3,,艦艉 (stern of a ship)
5931,胗,080D7,Big5-2,HK / Hakka note,B,,,V,,V,,,,,,3,,11,Food,
5311,跩,08DE9,Big5-2,TW,C,,,V,,V,,,,,,,,13,Common word,跩 (ㄓㄨㄞˇ) (swagger / act cocky (ㄓㄨㄞˇ))
3742,蕎,0854E,Big5-2,TW,A,A,,V,,V,,,,138,,1,人,14,Uncategorized,
5646,郃,090C3,Big5-1,,A,,,V,,V,,,,6,,4,,12,Common in naming,
5962,蠵,8835,Big5-2,,C,,,V,V,V,,,,,,,,11,,
8820,螭,087AD,Big5-2,,C,,,V,,V,,,,,,3,,5,,螭龍 (chi dragon (hornless dragon motif))
6280,縟,07E1F,Big5-2,,A,A,,V,,V,,,,,,2,,10,,
5508,椪,0692A,Big5-2,TW,C,,,V,,V,,,,,,2,,12,,椪柑 (ponkan mandarin)
5208,窣,07AA3,Big5-2,TW,B,,,V,V,V,,,,,,4,,13,Binome / fixed compound,窸窸窣窣 (rustling sound)
5886,珣,7.30E+04,Big5-2,,A,A,,V,,V,,,,348,,3,,11,Surname / personal name,
5939,莪,083AA,Big5-2,,A,A,,V,,V,,,,3,10,2,,11,,
5388,鱈,09C48,Big5-2,TW,A,,,V,,V,,,,1,6,1,,13,Flora & fauna,鱈魚 (cod)
5144,涌,06D8C,Big5-1,,A,A,,V,,V,,,,3,,1,,13,Variant form,Same as 湧; common in HK place names (e.g. 東涌)
6950,罍,07F4D,Big5-2,,B,,,V,,V,,,,,,2,,8,,
5252,芡,082A1,Big5-2,TW,B,,,V,V,V,,,,2,,3,,13,Common word,勾芡 (thicken with starch)
5404,佘,04F58,Big5-2,TW,B,B,,V,,V,,,3598,224,,4,,12,Surname / personal name,Surname
4212,踪,08E2A,CJK,,,A,,,,V,,,,,,2,常,14,Uncategorized,
6583,砵,7835,Big5-2,,B,B,,V,,V,,,,,,,,9,,
6101,坵,5775,Big5-2,TW / Hakka,A,A,,V,,V,,2,,1,1,4,,10,,烏坵 (Wuqiu (islands))
